1 | 94600 | Tran Ha | email=ha.tran13@gmail.com | dob=2005-03-20 | home_town=BacNinh | math=7.5 | lit=6.2 | eng=6.2
54 | 194653 | Hoang Dung | email=dung.hoang87@gmail.com | dob=2000-08-07 | home_town=HaiPhong | math=8.6 | lit=6.0 | eng=8.3
55 | 194654 | Dang Dung | email=dung.dang72@gmail.com | dob=2002-10-31 | home_town=CanTho | math=9.5 | lit=9.2 | eng=8.7
56 | 194655 | Ly Linh | email=linh.ly45@gmail.com | dob=2006-12-27 | home_town=HaNoi | math=5.0 | lit=8.9 | eng=8.8
57 | 194656 | Le Dung | email=dung.le66@gmail.com | dob=2002-09-14 | home_town=NamDinh | math=8.5 | lit=7.8 | eng=3.3
58 | 194657 | Ngo Duc | email=duc.ngo29@gmail.com | dob=2004-11-29 | home_town=NamDinh | math=5.2 | lit=6.8 | eng=4.8
59 | 194658 | Le Linh | email=linh.le15@gmail.com | dob=2002-01-10 | home_town=CanTho | math=6.8 | lit=9.7 | eng=9.1
60 | 194659 | Truong Minh | email=minh.truong55@gmail.com | dob=2006-08-23 | home_town=HaiPhong | math=8.4 | lit=8.3 | eng=8.7
61 | 194660 | Truong Phuong | email=phuong.truong62@gmail.com | dob=2000-02-23 | home_town=QuangNinh | math=8.7 | lit=9.6 | eng=3.8
62 | 194661 | Duong Huy | email=huy.duong32@gmail.com | dob=2005-12-26 | home_town=BinhDuong | math=7.1 | lit=5.9 | eng=3.4
63 | 194662 | Truong Tuan | email=tuan.truong62@gmail.com | dob=2003-09-08 | home_town=BacGiang | math=8.3 | lit=8.7 | eng=5.5
64 | 194663 | Duong Huy | email=huy.duong99@gmail.com | dob=2004-05-04 | home_town=HCM | math=6.9 | lit=5.2 | eng=8.0
65 | 194664 | Ly Trang | email=trang.ly68@gmail.com | dob=2000-11-02 | home_town=NgheAn | math=6.5 | lit=9.0 | eng=4.4
66 | 194665 | Do Minh | email=minh.do34@gmail.com | dob=2007-08-16 | home_town=ThanhHoa | math=6.6 | lit=9.3 | eng=3.9
67 | 194666 | Huynh Dung | email=dung.huynh92@gmail.com | dob=2002-12-31 | home_town=NamDinh | math=7.0 | lit=9.9 | eng=5.1
68 | 194667 | Tran Minh | email=minh.tran43@gmail.com | dob=2000-06-12 | home_town=DaNang | math=7.9 | lit=9.9 | eng=9.4
69 | 194668 | Phan Quang | email=quang.phan54@gmail.com | dob=2004-06-22 | home_town=BacNinh | math=8.9 | lit=7.2 | eng=6.6
70 | 194669 | Phan Anh | email=anh.phan83@gmail.com | dob=2002-04-09 | home_town=HaiPhong | math=6.3 | lit=8.5 | eng=9.3
71 | 194670 | Duong Duc | email=duc.duong78@gmail.com | dob=2006-10-31 | home_town=Hue | math=8.6 | lit=8.7 | eng=10.0
72 | 194671 | Phan Thao | email=thao.phan18@gmail.com | dob=2005-02-15 | home_town=Hue | math=9.6 | lit=8.1 | eng=9.9
73 | 194672 | Ngo Anh | email=anh.ngo48@gmail.com | dob=2005-01-14 | home_town=NamDinh | math=6.5 | lit=7.0 | eng=5.5
74 | 194673 | Dang Dung | email=dung.dang26@gmail.com | dob=2007-04-24 | home_town=HaiPhong | math=7.1 | lit=9.7 | eng=8.5
75 | 194674 | Le Duc | email=duc.le88@gmail.com | dob=2007-02-09 | home_town=QuangNinh | math=6.5 | lit=7.7 | eng=4.9
76 | 194675 | Pham Dung | email=dung.pham65@gmail.com | dob=2002-11-08 | home_town=BacGiang | math=7.9 | lit=8.3 | eng=3.7
77 | 194676 | Do Nam | email=nam.do37@gmail.com | dob=2004-09-08 | home_town=NamDinh | math=7.4 | lit=9.5 | eng=7.0
78 | 194677 | Do Huy | email=huy.do20@gmail.com | dob=2001-05-31 | home_town=CanTho | math=7.6 | lit=8.2 | eng=8.9
79 | 194678 | Duong My | email=my.duong40@gmail.com | dob=2005-10-09 | home_town=Hue | math=6.6 | lit=9.0 | eng=9.5
80 | 194679 | Pham Minh | email=minh.pham70@gmail.com | dob=2000-05-15 | home_town=QuangNinh | math=9.2 | lit=5.4 | eng=3.2
81 | 194680 | Bui Ha | email=ha.bui34@gmail.com | dob=2000-03-02 | home_town=BacNinh | math=8.5 | lit=7.5 | eng=3.5
82 | 194681 | Ngo Ha | email=ha.ngo10@gmail.com | dob=2005-05-27 | home_town=BinhDuong | math=8.8 | lit=8.9 | eng=3.8
83 | 194682 | Pham Linh | email=linh.pham32@gmail.com | dob=2001-09-19 | home_town=BacGiang | math=9.8 | lit=7.6 | eng=4.0
84 | 194683 | Truong Trang | email=trang.truong25@gmail.com | dob=2006-05-09 | home_town=ThaiBinh | math=5.7 | lit=7.3 | eng=4.4
85 | 194684 | Bui Phuong | email=phuong.bui50@gmail.com | dob=2002-03-29 | home_town=BacGiang | math=9.5 | lit=8.1 | eng=4.1
86 | 194685 | Phan Phuong | email=phuong.phan80@gmail.com | dob=2000-06-15 | home_town=ThaiBinh | math=9.5 | lit=8.7 | eng=4.7
87 | 194686 | Duong Dung | email=dung.duong41@gmail.com | dob=2007-01-20 | home_town=LamDong | math=8.2 | lit=8.8 | eng=4.7
88 | 194687 | Pham Ha | email=ha.pham45@gmail.com | dob=2001-10-04 | home_town=ThaiBinh | math=5.4 | lit=6.4 | eng=3.4
89 | 194688 | Truong Thao | email=thao.truong79@gmail.com | dob=2007-02-24 | home_town=HCM | math=5.7 | lit=6.2 | eng=8.1
90 | 194689 | Pham Khanh | email=khanh.pham18@gmail.com | dob=2000-08-20 | home_town=ThanhHoa | math=7.0 | lit=7.7 | eng=4.4
91 | 194690 | Ly Trang | email=trang.ly63@gmail.com | dob=2003-01-05 | home_town=ThanhHoa | math=9.5 | lit=7.9 | eng=3.4
92 | 194691 | Truong My | email=my.truong83@gmail.com | dob=2002-02-21 | home_town=ThanhHoa | math=7.4 | lit=9.7 | eng=4.7
93 | 194692 | Ly Linh | email=linh.ly63@gmail.com | dob=2003-08-20 | home_town=NamDinh | math=8.7 | lit=7.7 | eng=3.0
94 | 194693 | Vu Trang | email=trang.vu38@gmail.com | dob=2005-03-09 | home_town=CanTho | math=7.2 | lit=5.1 | eng=9.1
95 | 194694 | Duong Ha | email=ha.duong61@gmail.com | dob=2006-11-15 | home_town=BacNinh | math=5.8 | lit=7.3 | eng=3.3
96 | 194695 | Dang Quang | email=quang.dang13@gmail.com | dob=2002-11-18 | home_town=BinhDuong | math=7.0 | lit=7.8 | eng=5.8
97 | 194696 | Phan Ha | email=ha.phan27@gmail.com | dob=2001-02-28 | home_town=LamDong | math=7.3 | lit=5.3 | eng=4.6
98 | 194697 | Vu Trang | email=trang.vu51@gmail.com | dob=2002-12-05 | home_town=NgheAn | math=8.8 | lit=6.9 | eng=6.9
99 | 194698 | Phan My | email=my.phan42@gmail.com | dob=2002-10-19 | home_town=LamDong | math=5.4 | lit=5.1 | eng=4.1
100 | 194699 | Pham Thao | email=thao.pham93@gmail.com | dob=2001-07-23 | home_town=HCM | math=8.9 | lit=8.3 | eng=8.9
101 | 194700 | Hoang Minh | email=minh.hoang21@gmail.com | dob=2000-03-22 | home_town=BacGiang | math=None | lit=5.5 | eng=6.6
102 | 194701 | Phan Minh | email=minh.phan78@gmail.com | dob=2002-01-20 | home_town=NamDinh | math=None | lit=9.3 | eng=3.6
103 | 194702 | Dang Thao | email=thao.dang52@gmail.com | dob=2000-07-08 | home_town=BacNinh | math=None | lit=5.0 | eng=4.7
104 | 194703 | Truong Anh | email=anh.truong86@gmail.com | dob=2006-04-27 | home_town=ThanhHoa | math=None | lit=6.6 | eng=4.8
105 | 194704 | Nguyen Duc | email=duc.nguyen21@gmail.com | dob=2003-03-30 | home_town=Hue | math=None | lit=9.0 | eng=8.0
106 | 194705 | Phan Duc | email=duc.phan83@gmail.com | dob=2002-01-17 | home_town=ThaiBinh | math=None | lit=9.2 | eng=6.1
107 | 194706 | Dang Thao | email=thao.dang71@gmail.com | dob=2000-09-10 | home_town=HaiPhong | math=None | lit=8.2 | eng=9.1
108 | 194707 | Nguyen Thao | email=thao.nguyen60@gmail.com | dob=2006-11-29 | home_town=BinhDuong | math=None | lit=7.6 | eng=5.7
109 | 194708 | Duong Ha | email=ha.duong95@gmail.com | dob=2007-06-11 | home_town=QuangNinh | math=None | lit=7.4 | eng=5.7
110 | 194709 | Dang Thao | email=thao.dang14@gmail.com | dob=2007-03-21 | home_town=LamDong | math=None | lit=5.9 | eng=6.3
111 | 194710 | Vu Duc | email=duc.vu94@gmail.com | dob=2000-02-07 | home_town=CanTho | math=5.9 | lit=None | eng=8.8
112 | 194711 | Ngo Anh | email=anh.ngo68@gmail.com | dob=2003-01-01 | home_town=ThanhHoa | math=7.9 | lit=None | eng=3.8
113 | 194712 | Ly Anh | email=anh.ly90@gmail.com | dob=2004-05-03 | home_town=NgheAn | math=5.1 | lit=None | eng=3.9
114 | 194713 | Dang Phuong | email=phuong.dang17@gmail.com | dob=2004-07-24 | home_town=Hue | math=6.4 | lit=None | eng=9.5
115 | 194714 | Pham Khanh | email=khanh.pham79@gmail.com | dob=2002-08-09 | home_town=ThaiBinh | math=9.9 | lit=None | eng=5.1
116 | 194715 | Duong Linh | email=linh.duong69@gmail.com | dob=2002-09-04 | home_town=HaNoi | math=5.1 | lit=None | eng=8.0
117 | 194716 | Huynh Tuan | email=tuan.huynh97@gmail.com | dob=2007-01-10 | home_town=CanTho | math=9.8 | lit=None | eng=8.0
118 | 194717 | Tran Quang | email=quang.tran75@gmail.com | dob=2000-03-21 | home_town=NgheAn | math=8.5 | lit=None | eng=6.6
119 | 194718 | Dang Tuan | email=tuan.dang58@gmail.com | dob=2001-02-19 | home_town=HCM | math=7.7 | lit=None | eng=8.1
120 | 194719 | Hoang Thao | email=thao.hoang70@gmail.com | dob=2000-12-04 | home_town=HaNoi | math=8.8 | lit=None | eng=8.7
121 | 194720 | Do Ha | email=ha.do30@gmail.com | dob=2002-08-24 | home_town=BinhDuong | math=9.8 | lit=5.3 | eng=None
122 | 194721 | Huynh Huy | email=huy.huynh95@gmail.com | dob=2004-07-19 | home_town=HaiPhong | math=8.7 | lit=9.1 | eng=None
123 | 194722 | Dang Tuan | email=tuan.dang59@gmail.com | dob=2002-08-14 | home_town=NamDinh | math=6.5 | lit=9.6 | eng=None
124 | 194723 | Duong Dung | email=dung.duong59@gmail.com | dob=2005-09-30 | home_town=NgheAn | math=5.6 | lit=9.9 | eng=None
125 | 194724 | Le Ha | email=ha.le85@gmail.com | dob=2001-11-11 | home_town=ThanhHoa | math=7.2 | lit=8.7 | eng=None
126 | 194725 | Huynh Minh | email=minh.huynh67@gmail.com | dob=2001-03-03 | home_town=LamDong | math=8.7 | lit=8.6 | eng=None
127 | 194726 | Hoang Nam | email=nam.hoang64@gmail.com | dob=1999-10-17 | home_town=BacGiang | math=8.9 | lit=5.8 | eng=None
128 | 194727 | Dang Phuong | email=phuong.dang81@gmail.com | dob=2007-06-26 | home_town=DaNang | math=6.7 | lit=5.5 | eng=None
129 | 194728 | Truong Trang | email=trang.truong82@gmail.com | dob=2003-06-28 | home_town=NgheAn | math=5.5 | lit=9.6 | eng=None
130 | 194729 | Huynh Duc | email=duc.huynh43@gmail.com | dob=2006-05-11 | home_town=ThanhHoa | math=5.2 | lit=7.5 | eng=None
131 | binh | gekk pham | email=binh@gmaill.com | dob=None | home_town=Ha noi | math=7.0 | lit=9.0 | eng=10.0
132 | 12345 | pham binh 2 | email=binhpd2@gmail.com | dob=1992-10-13 | home_town=bac ninh | math=9.0 | lit=9.0 | eng=9.0
133 | 1003 | pham binh3 | email=binh3@gmail.com | dob=1992-10-14 | home_town=thuan thanh | math=5.0 | lit=5.0 | eng=5.0
134 | binh4 | pham binh4 | email=binh4@gmail.com | dob=2025-10-15 | home_town=None | math=7.0 | lit=8.0 | eng=9.0
